33,1/6/14 7:30,0:16:00,24.90123022,36.05405739
33,1/6/14 7:51,3:56:00,24.87957263,36.04802558,Gastech
33,1/6/14 11:49,1:37:00,24.87081288,36.05194707,Cuzeri Elian
33,1/6/14 13:28,4:04:00,24.87957412,36.04802221,Gastech
33,1/6/14 17:37,14:04:00,24.8988012,36.06246262
33,1/7/14 7:45,0:14:00,24.90123981,36.05405033
33,1/7/14 8:04,4:13:00,24.87956532,36.04803224,Gastech
33,1/7/14 12:25,1:17:00,24.85101397,36.06348841
33,1/7/14 13:50,3:29:00,24.8795661,36.04802238,Gastech
33,1/7/14 17:24,1:23:00,24.89879348,36.06252653
33,1/7/14 18:49,1:30:00,24.90258126,36.05574421
33,1/7/14 20:21,11:13:00,24.89879427,36.06243091
33,1/8/14 7:38,0:11:00,24.90125747,36.05405793
33,1/8/14 7:54,3:08:00,24.87956604,36.04803277,Gastech
33,1/8/14 11:09,2:12:00,24.89527846,36.07071981
33,1/8/14 13:28,0:10:00,24.87957353,36.04802572,Gastech
33,1/8/14 13:38,3:44:00,24.87956668,36.04803229,Gastech
33,1/8/14 17:27,1:43:00,24.89881272,36.06247158
33,1/8/14 19:14,1:10:00,24.90257266,36.05579235
33,1/8/14 20:26,0:05:00,24.89880185,36.06247704
33,1/8/14 20:31,10:34:00,24.89885112,36.06243694
33,1/9/14 7:09,0:37:00,24.90117957,36.05413886
33,1/9/14 7:51,4:23:00,24.87957143,36.04802785,Gastech
33,1/9/14 12:23,1:17:00,24.85762121,36.07663745,Albert's Fine Clothing
33,1/9/14 13:49,3:50:00,24.87957314,36.04803208,Gastech
33,1/9/14 17:44,13:28:00,24.89886185,36.06247823
33,1/10/14 7:16,0:39:00,24.90122485,36.05406321
33,1/10/14 8:00,3:15:00,24.87956927,36.04803017,Gastech
33,1/10/14 11:22,1:51:00,24.89517911,36.07074329
33,1/10/14 13:20,0:16:00,24.8795727,36.0480324,Gastech
33,1/10/14 13:36,3:39:00,24.87957179,36.04802115,Gastech
33,1/10/14 17:20,2:00:00,24.89878985,36.06243349
33,1/10/14 19:30,4:07:00,24.86041239,36.08548257
33,1/10/14 23:47,12:45:00,24.89886779,36.06253875
33,1/11/14 12:37,5:48:00,24.87616512,36.07717359
33,1/11/14 18:29,1:02:00,24.85757794,36.07666092
33,1/11/14 19:40,16:52:00,24.89879424,36.06248183
33,1/12/14 12:41,1:10:00,24.85098466,36.06343714
33,1/12/14 14:00,17:15:00,24.89882242,36.06246057
33,1/13/14 7:19,0:25:00,24.90128111,36.0540824
33,1/13/14 7:49,4:13:00,24.87957086,36.0480309,Gastech
33,1/13/14 12:10,1:19:00,24.85098473,36.06346668
33,1/13/14 13:37,3:52:00,24.8795728,36.04803281,Gastech
33,1/13/14 17:34,1:43:00,24.89877098,36.06246123
33,1/13/14 19:19,0:04:00,24.90257594,36.05584376
33,1/13/14 19:23,1:21:00,24.90255741,36.05579374
33,1/13/14 20:48,10:36:00,24.89879171,36.06246684
33,1/14/14 7:28,0:15:00,24.90127084,36.05406124
33,1/14/14 7:48,3:13:00,24.87956847,36.04802441,Gastech
33,1/14/14 11:08,2:24:00,24.8952839,36.07073357
33,1/14/14 13:39,3:46:00,24.87956596,36.04803132,Gastech
33,1/14/14 17:30,13:50:00,24.89878951,36.06246563
33,1/15/14 7:24,0:21:00,24.90126416,36.05405812
33,1/15/14 7:50,3:59:00,24.87956801,36.04802667,Gastech
33,1/15/14 11:58,1:22:00,24.85759242,36.07664134,Albert's Fine Clothing
33,1/15/14 13:29,3:55:00,24.87956519,36.04802776,Gastech
33,1/15/14 17:29,1:38:00,24.89884923,36.06253043
33,1/15/14 19:09,0:59:00,24.90183118,36.05499617
33,1/15/14 20:10,11:24:00,24.89886138,36.06244988
33,1/16/14 7:38,0:26:00,24.90121189,36.05412785
33,1/16/14 8:09,3:48:00,24.87957477,36.04802194,Gastech
33,1/16/14 12:00,1:24:00,24.89993939,36.05447888
33,1/16/14 13:28,4:05:00,24.87956624,36.0480257,Gastech
33,1/16/14 17:38,1:10:00,24.89879251,36.06242651
33,1/16/14 18:50,1:25:00,24.90254457,36.05582043
33,1/16/14 20:17,11:19:00,24.89884034,36.06248749
33,1/17/14 7:40,0:26:00,24.90125464,36.05408833
33,1/17/14 8:11,3:04:00,24.87957374,36.04802507,Gastech
33,1/17/14 11:22,2:40:00,24.89528259,36.07063509
33,1/17/14 14:09,3:32:00,24.87957191,36.04803088,Gastech
33,1/17/14 17:46,1:45:00,24.89881876,36.06251728
33,1/17/14 19:33,1:28:00,24.90247968,36.05573582
33,1/17/14 21:05,"1 day, 20:45:00",24.89880024,36.06248615
33,1/19/14 17:52,0:21:00,24.90255028,36.05591297
33,1/19/14 18:13,2:05:00,24.90252398,36.05578666
