17,1/6/14 7:07,0:43:00,24.90121759,36.05411139
17,1/6/14 7:55,4:28:00,24.87957546,36.04802977,Gastech
17,1/6/14 12:26,1:08:00,24.9025567,36.05582477
17,1/6/14 13:40,3:35:00,24.87957208,36.04802464,Gastech
17,1/6/14 17:20,1:00:00,24.89884468,36.06245604
17,1/6/14 18:22,1:02:00,24.90249109,36.05573128
17,1/6/14 19:29,11:27:00,24.89881916,36.06246727
17,1/7/14 6:58,0:40:00,24.90123043,36.05408143
17,1/7/14 7:43,4:49:00,24.87957431,36.04802698,Gastech
17,1/7/14 12:40,0:48:00,24.85238353,36.06583164
17,1/7/14 13:36,3:58:00,24.87956991,36.04802519,Gastech
17,1/7/14 17:39,1:11:00,24.89880467,36.06251014
17,1/7/14 18:52,1:20:00,24.90249958,36.0557454
17,1/7/14 20:14,11:26:00,24.89882287,36.06245561
17,1/8/14 7:44,0:18:00,24.9011794,36.054109
17,1/8/14 8:07,4:07:00,24.87956639,36.0480258,Gastech
17,1/8/14 12:17,1:24:00,24.90258155,36.0558038
17,1/8/14 13:44,3:48:00,24.87957076,36.04802169,Gastech
17,1/8/14 17:37,1:44:00,24.89882239,36.06247543
17,1/8/14 19:23,0:48:00,24.90256634,36.0558154
17,1/8/14 20:13,11:16:00,24.89881211,36.06246933
17,1/9/14 7:33,0:04:00,24.90118576,36.05402229
17,1/9/14 7:37,0:16:00,24.90122203,36.0540886
17,1/9/14 7:58,4:27:00,24.87957449,36.04803148,Gastech
17,1/9/14 12:33,1:07:00,24.85237122,36.06582558
17,1/9/14 13:48,3:40:00,24.87956732,36.04802109,Gastech
17,1/9/14 17:33,1:52:00,24.89878836,36.06249482
17,1/9/14 19:27,0:04:00,24.9025532,36.05592654
17,1/9/14 19:31,1:10:00,24.90249498,36.05575392,Brew've Been Served
17,1/9/14 20:43,10:54:00,24.89877777,36.06246272
17,1/10/14 7:41,0:14:00,24.90120877,36.05406707
17,1/10/14 8:00,4:14:00,24.87956559,36.04802132,Gastech
17,1/10/14 12:17,1:29:00,24.9025073,36.05574936
17,1/10/14 13:49,3:25:00,24.87956562,36.04802279,Gastech
17,1/10/14 17:19,1:15:00,24.89884223,36.06247011
17,1/10/14 18:36,0:04:00,24.90174004,36.05498787
17,1/10/14 18:40,1:38:00,24.90185777,36.054956
17,1/10/14 20:23,22:29:00,24.8987665,36.06248894
17,1/11/14 18:54,1:20:00,24.90255732,36.05574104
17,1/11/14 20:16,22:20:00,24.89885206,36.06253873
17,1/12/14 18:42,0:45:00,24.86861166,36.05282612
17,1/12/14 19:33,11:38:00,24.89879483,36.06251694
17,1/13/14 7:15,0:25:00,24.90122326,36.05402576
17,1/13/14 7:45,4:32:00,24.87957483,36.04802367,Gastech
17,1/13/14 12:26,1:25:00,24.85757538,36.07667172
17,1/13/14 14:00,3:28:00,24.879566,36.04802964,Gastech
17,1/13/14 17:33,1:14:00,24.89886408,36.06247782
17,1/13/14 18:49,1:33:00,24.90258086,36.05578877
17,1/13/14 20:24,11:05:00,24.89884691,36.06247011
17,1/14/14 7:33,0:21:00,24.90116828,36.054037
17,1/14/14 7:59,4:24:00,24.87956919,36.04802623,Gastech
17,1/14/14 12:29,1:10:00,24.85802447,36.05979957
17,1/14/14 13:45,3:49:00,24.87956529,36.04803018,Gastech
17,1/14/14 17:39,1:03:00,24.89883231,36.06247641
17,1/14/14 18:44,1:36:00,24.90257238,36.05577614
17,1/14/14 20:22,10:30:00,24.89882101,36.06250122
17,1/15/14 6:54,0:04:00,24.90116333,36.05414131
17,1/15/14 6:58,0:40:00,24.90120367,36.0540223
17,1/15/14 7:43,4:31:00,24.87956688,36.04802578,Gastech
17,1/15/14 12:22,1:25:00,24.85099637,36.06342051
17,1/15/14 13:55,3:28:00,24.87957685,36.04802538,Gastech
17,1/15/14 17:28,1:29:00,24.89887357,36.06248317
17,1/15/14 18:59,1:54:00,24.90251649,36.05580569
17,1/15/14 20:55,0:05:00,24.89872681,36.06237208
17,1/15/14 21:00,10:28:00,24.89887653,36.06249085
17,1/16/14 7:32,0:21:00,24.90125403,36.05407097
17,1/16/14 7:58,4:14:00,24.87956786,36.04802788,Gastech
17,1/16/14 12:20,1:30:00,24.85238535,36.0658411
17,1/16/14 13:58,3:21:00,24.87957478,36.04802999,Gastech
17,1/16/14 17:24,0:53:00,24.89877126,36.0624277
17,1/16/14 18:19,0:50:00,24.90252165,36.05573911
17,1/16/14 19:11,11:49:00,24.89882734,36.06249034
17,1/17/14 7:04,0:34:00,24.90125826,36.05405245
17,1/17/14 7:43,9:50:00,24.87957309,36.04802828,Gastech
17,1/17/14 17:38,1:50:00,24.8988148,36.06244742
17,1/17/14 19:35,0:33:00,24.86860186,36.05284119
17,1/17/14 20:14,16:00:00,24.89887071,36.06244952
17,1/18/14 12:16,0:04:00,24.9025341,36.05586316
17,1/18/14 12:20,1:08:00,24.90253561,36.05575508
17,1/18/14 13:35,4:33:00,24.87617019,36.07713305
17,1/18/14 18:15,18:34:00,24.89881397,36.06247525
17,1/19/14 12:55,1:14:00,24.87082094,36.05192897,Cuzeri Elian
17,1/19/14 14:15,0:08:00,24.89883732,36.06241122
17,1/19/14 14:23,4:01:00,24.89885144,36.06243877
17,1/19/14 18:26,1:25:00,24.90256054,36.0558087
